2011,Q,Health Care and Social Assistance,d_10-19,Activity unit,1086,COUNT
2011,Q,Health Care and Social Assistance,d_10-19,Rolling mean employees,14379,COUNT
2011,Q,Health Care and Social Assistance,d_10-19,Salaries and wages paid,583,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,d_10-19,"Sales, government funding, grants and subsidies",1279,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,d_10-19,Total income,1323,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,d_10-19,Total expenditure,1212,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,d_10-19,Operating profit before tax,127,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,d_10-19,Total assets,772,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,d_10-19,Fixed tangible assets,232,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,e_20-49,Activity unit,693,COUNT
2011,Q,Health Care and Social Assistance,e_20-49,Rolling mean employees,19776,COUNT
2011,Q,Health Care and Social Assistance,e_20-49,Salaries and wages paid,632,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,e_20-49,"Sales, government funding, grants and subsidies",1370,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,e_20-49,Total income,1439,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,e_20-49,Total expenditure,1308,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,e_20-49,Operating profit before tax,132,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,e_20-49,Total assets,1082,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,e_20-49,Fixed tangible assets,453,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,f_50-99,Activity unit,282,COUNT
2011,Q,Health Care and Social Assistance,f_50-99,Rolling mean employees,19629,COUNT
2011,Q,Health Care and Social Assistance,f_50-99,Salaries and wages paid,632,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,f_50-99,"Sales, government funding, grants and subsidies",1228,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,f_50-99,Total income,1310,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,f_50-99,Total expenditure,1202,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,f_50-99,Operating profit before tax,105,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,f_50-99,Total assets,1782,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,f_50-99,Fixed tangible assets,961,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,g_100-199,Activity unit,93,COUNT
2011,Q,Health Care and Social Assistance,g_100-199,Rolling mean employees,13221,COUNT
2011,Q,Health Care and Social Assistance,g_100-199,Salaries and wages paid,471,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,g_100-199,"Sales, government funding, grants and subsidies",948,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,g_100-199,Total income,1010,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,g_100-199,Total expenditure,900,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,g_100-199,Operating profit before tax,93,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,g_100-199,Total assets,2021,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,g_100-199,Fixed tangible assets,872,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,h_200+,Activity unit,78,COUNT
2011,Q,Health Care and Social Assistance,h_200+,Rolling mean employees,54387,COUNT
2011,Q,Health Care and Social Assistance,h_200+,Salaries and wages paid,1610,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,h_200+,"Sales, government funding, grants and subsidies",2709,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,h_200+,Total income,2986,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,h_200+,Total expenditure,2823,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,h_200+,Operating profit before tax,173,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,h_200+,Total assets,3465,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,h_200+,Fixed tangible assets,1537,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,i_Industry_Total,Activity unit,16734,COUNT
2011,Q,Health Care and Social Assistance,i_Industry_Total,Rolling mean employees,140985,COUNT
2011,Q,Health Care and Social Assistance,i_Industry_Total,Salaries and wages paid,5090,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,i_Industry_Total,"Sales, government funding, grants and subsidies",11717,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,i_Industry_Total,Total income,12361,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,i_Industry_Total,Total expenditure,10726,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,i_Industry_Total,Operating profit before tax,1730,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,i_Industry_Total,Total assets,12303,DOLLARS(millions)
2011,Q,Health Care and Social Assistance,i_Industry_Total,Fixed tangible assets,5107,DOLLARS(millions)
2011,R,Arts and Recreation Services,a_0,Activity unit,5985,COUNT
2011,R,Arts and Recreation Services,a_0,Rolling mean employees,0,COUNT
2011,R,Arts and Recreation Services,a_0,Salaries and wages paid,79,DOLLARS(millions)
2011,R,Arts and Recreation Services,a_0,"Sales, government funding, grants and subsidies",728,DOLLARS(millions)
2011,R,Arts and Recreation Services,a_0,Total income,825,DOLLARS(millions)
2011,R,Arts and Recreation Services,a_0,Total expenditure,700,DOLLARS(millions)
2011,R,Arts and Recreation Services,a_0,Operating profit before tax,123,DOLLARS(millions)
2011,R,Arts and Recreation Services,a_0,Total assets,1526,DOLLARS(millions)
2011,R,Arts and Recreation Services,a_0,Fixed tangible assets,1038,DOLLARS(millions)
2011,R,Arts and Recreation Services,b_1-5,Activity unit,2316,COUNT
2011,R,Arts and Recreation Services,b_1-5,Rolling mean employees,4782,COUNT
2011,R,Arts and Recreation Services,b_1-5,Salaries and wages paid,122,DOLLARS(millions)
2011,R,Arts and Recreation Services,b_1-5,"Sales, government funding, grants and subsidies",516,DOLLARS(millions)
2011,R,Arts and Recreation Services,b_1-5,Total income,629,DOLLARS(millions)
2011,R,Arts and Recreation Services,b_1-5,Total expenditure,597,DOLLARS(millions)
2011,R,Arts and Recreation Services,b_1-5,Operating profit before tax,36,DOLLARS(millions)
2011,R,Arts and Recreation Services,b_1-5,Total assets,1004,DOLLARS(millions)
2011,R,Arts and Recreation Services,b_1-5,Fixed tangible assets,695,DOLLARS(millions)
2011,R,Arts and Recreation Services,c_6-9,Activity unit,363,COUNT
2011,R,Arts and Recreation Services,c_6-9,Rolling mean employees,2595,COUNT
2011,R,Arts and Recreation Services,c_6-9,Salaries and wages paid,68,DOLLARS(millions)
2011,R,Arts and Recreation Services,c_6-9,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2011,R,Arts and Recreation Services,c_6-9,Total income,267,DOLLARS(millions)
2011,R,Arts and Recreation Services,c_6-9,Total expenditure,260,DOLLARS(millions)
2011,R,Arts and Recreation Services,c_6-9,Operating profit before tax,C,DOLLARS(millions)
2011,R,Arts and Recreation Services,c_6-9,Total assets,376,DOLLARS(millions)
2011,R,Arts and Recreation Services,c_6-9,Fixed tangible assets,222,DOLLARS(millions)
2011,R,Arts and Recreation Services,d_10-19,Activity unit,351,COUNT
2011,R,Arts and Recreation Services,d_10-19,Rolling mean employees,4749,COUNT
2011,R,Arts and Recreation Services,d_10-19,Salaries and wages paid,145,DOLLARS(millions)
2011,R,Arts and Recreation Services,d_10-19,"Sales, government funding, grants and subsidies",310,DOLLARS(millions)
2011,R,Arts and Recreation Services,d_10-19,Total income,410,DOLLARS(millions)
2011,R,Arts and Recreation Services,d_10-19,Total expenditure,400,DOLLARS(millions)
2011,R,Arts and Recreation Services,d_10-19,Operating profit before tax,11,DOLLARS(millions)
2011,R,Arts and Recreation Services,d_10-19,Total assets,763,DOLLARS(millions)
2011,R,Arts and Recreation Services,d_10-19,Fixed tangible assets,551,DOLLARS(millions)
2011,R,Arts and Recreation Services,e_20-49,Activity unit,201,COUNT
2011,R,Arts and Recreation Services,e_20-49,Rolling mean employees,6030,COUNT
2011,R,Arts and Recreation Services,e_20-49,Salaries and wages paid,168,DOLLARS(millions)
2011,R,Arts and Recreation Services,e_20-49,"Sales, government funding, grants and subsidies",679,DOLLARS(millions)
2011,R,Arts and Recreation Services,e_20-49,Total income,832,DOLLARS(millions)
2011,R,Arts and Recreation Services,e_20-49,Total expenditure,815,DOLLARS(millions)
2011,R,Arts and Recreation Services,e_20-49,Operating profit before tax,20,DOLLARS(millions)
2011,R,Arts and Recreation Services,e_20-49,Total assets,1288,DOLLARS(millions)
2011,R,Arts and Recreation Services,e_20-49,Fixed tangible assets,713,DOLLARS(millions)
2011,R,Arts and Recreation Services,f_50-99,Activity unit,48,COUNT
2011,R,Arts and Recreation Services,f_50-99,Rolling mean employees,3051,COUNT
